"species","repetition","cultivar","yc","zc","s1","Tu","theta_c","tau","pie_c","Tf","Tb","slope"
"Sweet Cherry","4","Napoleón",47.0075071,462.7509503,0.9914457,17.7948867,285.8165391,42.2437049,29.3865284,2.7006928,5.2376294,4.9884745
"Sweet Cherry","4","Newstar",36.741222,207.738294,0.421087,24.480974,285.221016,45.147063,27.553877,7.630715,5.701937,2.628351
"Sweet Cherry","4","Precòce Bernard",50.748526,254.0066355,0.1049221,17.5294146,285.018003,39.2868382,24.1820773,2.0049527,8.2307135,4.6194439
"Sweet Cherry","4","Pico Colorado",33.933736,494.870924,1,16.411299,285.246248,42.726224,33.858807,3.51711,6.802465,2.224218
"Sweet Cherry","4","Pico Negro",39.1087452,384.3041225,0.5538548,20.1954771,285.1073151,45.513012,30.3017212,3.9625582,4.9513435,3.5587917
"Sweet Cherry","4","Ramón Oliva",42.6009,405.904286,0.425223,21.984514,285.16558,40.588104,33.37559,4.032816,3.086624,4.221275
"Sweet Cherry","4","Rainier",47.6877812,360.846197,0.2375734,15.0425139,285.1506954,39.5139762,26.9524791,4.9912391,6.3977758,1.8625253
"Sweet Cherry","4","Rubi",47.795797,357.728234,0.148331,20.44582,285.025306,38.14907,25.636085,2.232001,4.173236,4.35031
"Sweet Cherry","4","Sam",50.7037851,495.1888566,0.5192644,17.7286633,284.5438102,37.8947023,24.5031894,3.3796445,5.1065384,3.4905708
"Sweet Cherry","4","Sandom Rose",42.1114205,208.4593367,0.2566455,25.0274235,285.6067882,44.0230952,40.4978349,3.7907378,5.7091086,2.3909666
"Sweet Cherry","4","Santina",48.2781453,335.6700374,0.2072213,20.5543477,284.7848703,40.9510655,24.1430621,2.046553,5.169461,4.8056993
"Sweet Cherry","4","Sylvia",56.2210514,391.8099869,0.2280794,20.5223605,285.8464077,43.2875377,27.5047909,2.0945403,2.1124118,4.9347698
"Sweet Cherry","4","Star",44.8160302,309.535167,0.2735925,22.1701609,286.2444304,39.9061941,31.0934475,7.7325197,5.5810538,2.6095147
"Sweet Cherry","4","Sue",52.539818,218.444556,0.188545,27.254573,286.119473,42.818495,27.02057,2.66103,5.144034,4.406781
"Sweet Cherry","4","Summit",51.953199,383.7794758,0.1975393,18.7954947,286.0013744,40.7339408,30.79924,2.0089814,6.3707196,4.0682118
"Sweet Cherry","4","Sunburst",46.9284986,428.1444048,0.9650953,20.0616907,284.0237499,36.8368771,27.0548135,2.2273499,5.7575926,3.498161
"Sweet Cherry","4","Taleguera Brillante",51.1829038,449.025642,0.9177933,19.2969469,285.0257853,38.8936991,25.579326,2.0247559,5.0851198,4.6518078
"Sweet Cherry","4","Van",36.7085079,428.4817936,0.6556886,18.9231388,284.7383623,39.5793258,28.4747902,6.8974037,5.2367546,3.0362893
"Sweet Cherry","4","Van-Spur",44.7407288,390.5073409,0.8772238,15.1122976,285.1743543,41.4434503,26.9426103,2.6425711,8.6435821,1.6982883
"Sweet Cherry","4","Vega",46.5147379,373.4532403,0.8729112,25.8386273,286.3818987,42.4419845,32.7584782,2.7379802,2.2451395,4.9525
"Sweet Cherry","4","Vic",50.9388503,463.6271225,0.4338843,21.4945993,286.0037048,38.6970221,32.0233992,3.7788338,3.4511231,4.3392369
"Sweet Cherry","4","Regina",61.5373085,298.9496117,0.6305175,18.5756794,286.0245038,46.8293787,35.435802,3.49771,4.7810706,1.5810718
"Sweet Cherry","4","Schneiders",72.2446003,241.7430494,0.8062821,25.3152863,284.4460474,34.2131285,24,3.1499833,2.1,1.2434115
"Sweet Cherry","5","Ambrunés",43.8503395,433.7033995,0.5797452,18.489665,285.1246903,37.0583936,34.1817,6.5352805,4.3910279,3.9515138
"Sweet Cherry","5","Blanca de Provenza",50.7154215,117.9925512,0.6620322,27.044692,285.553821,41.8501283,36.6108219,3.9572459,9.9575062,4.0981934
"Sweet Cherry","5","Bing",40.601817,362.5397357,0.6264332,22.3768479,286.5103643,47.4299265,33.1691896,7.0299912,3.1945358,3.9009178
"Sweet Cherry","5","Burlat",50.1704784,256.5271283,0.1805342,24.4364995,285.5409087,45.0544734,24.4018989,3.1652108,2.0724626,1.5454699
"Sweet Cherry","5","Compact Stella",39.9954614,321.1120426,0.2885957,22.9827706,285.9327142,45.9037259,29.656815,4.8336403,5.6457994,3.4279601
"Sweet Cherry","5","Chinook",46.8772686,423.7970327,0.2404876,18.3148527,285.7696469,38.8268242,32.3819373,2.349358,4.532989,2.5237195
"Sweet Cherry","5","Corum",39.9264447,315.708512,0.1549823,22.6281297,284.6367686,40.398751,30.6106264,4.0705703,4.2797203,4.2229164
"Sweet Cherry","5","Early Van Compact",47.7765388,437.2523424,0.9874221,15,285.5921013,38.7846699,29.8807433,2.3627886,7.6520322,4.813294
"Sweet Cherry","5","Garnet",48.6718884,351.4453802,0.1481755,18.4153161,284.9965424,38.2152384,24.0242913,2.9838342,5.7525416,4.0487507
"Sweet Cherry","5","Gilpeck",44.8992405,407.3613234,0.5251748,20.6639141,286.0334627,40.1480721,27.6079977,5.6102694,5.5133192,4.4730226
"Sweet Cherry","5","Hedelfinger",43.5427087,398.9449694,0.9063026,17.6662924,284.0449288,36.7178297,29.7902526,4.3773361,7.6703432,3.3155775
"Sweet Cherry","5","Lambert",44.7330914,448.2851005,0.9218861,15,285.6078986,43.7507061,38.5547312,2.0555224,8.1484948,3.7957534
"Sweet Cherry","5","Lapins",46.7390879,222.7868005,0.1091075,15.001154,285.6397538,46.6335977,30.8788904,3.449401,9.134707,3.1339366
"Sweet Cherry","5","Marvin",38.1506252,281.1780772,0.7941596,27.4829249,285.5688861,42.7260592,36.7541024,3.1109328,4.5197738,3.1164187
"Sweet Cherry","5","Napoleón",55.7240717,491.2471147,0.9223033,20.7416758,286.0164493,35.7227843,30.7418557,3.1352552,2.0281339,3.6366108
"Sweet Cherry","5","Newstar",46.4769855,260.9522743,0.2918451,23.4266735,285.5033564,41.403911,28.6022597,6.8643483,3.4194967,3.2157453
"Sweet Cherry","5","Precòce Bernard",47.5031631,340.7922241,0.1323767,24.6627986,284.8963688,39.2688159,24.2202999,2.0210269,2.1619683,4.6470207
"Sweet Cherry","5","Pico Colorado",28.4918579,295.4982844,0.3448668,23.6118875,284.4192187,43.9853757,27.4988391,7.4405063,5.5601118,4.4369137
"Sweet Cherry","5","Pico Negro",61.9757973,274.900066,0.1344702,22.6866336,286.2675554,31.0188762,27.5213866,6.0748686,5.0410406,3.8854507
"Sweet Cherry","5","Ramón Oliva",73.48364,365.463236,0.914119,17.067839,286.102934,27.499128,24.043545,2.144298,7.302234,3.997895
"Sweet Cherry","5","Rainier",37.0948004,382.0070584,0.5300038,19.0574242,284.4906579,38.075921,30.633661,7.4897275,4.7694863,3.1542288
"Sweet Cherry","5","Rubi",38.8971061,391.400193,0.9906054,21.7276325,285.7920259,41.0338036,30.3397084,7.0791459,3.3465412,3.1276689
"Sweet Cherry","5","Sam",32.9223349,497.7280379,0.9948107,23.391095,284.4554068,42.5576549,41.2648415,7.2556139,2.0634056,4.3680241
"Sweet Cherry","5","Sandom Rose",53.2867438,325.9583131,0.6156126,23.3140745,286.0405759,34.2731378,24.8281036,3.0023783,4.8122027,3.2508244
"Sweet Cherry","5","Santina",44.1691406,322.7803267,0.5135991,15.0407671,285.069945,43.2422885,34.0037589,2.0073659,10,4.9304906
"Sweet Cherry","5","Sylvia",56.8003139,238.5306626,0.1080924,23.0994498,286.6753476,47.95,26.0886286,2.0892797,3.2858607,3.3490874
"Sweet Cherry","5","Star",51.035696,325.971705,0.349716,21.462577,286.471912,43.030008,32.159053,3.644737,6.269726,1.334864
"Sweet Cherry","5","Sue",53.6767038,428.4220383,0.9483955,23.086105,286.2016954,39.0290362,30.47677,2.0204139,2.7588131,4.2087336
"Sweet Cherry","5","Summit",53.2562648,486.2824307,0.8390335,22.6503787,285.8210681,38.3414182,30.1849006,2.033828,2.321243,4.0371084
"Sweet Cherry","5","Sunburst",45.5216221,444.0370397,0.8321739,21.9300572,284.13489,36.9845486,27.7182034,2.3318962,4.2010711,4.6270801
"Sweet Cherry","5","Taleguera Brillante",46.0820853,498.0550146,0.9963625,22.4275769,284.0663117,39.9164499,25.4618158,2.0899711,2.0013665,4.987116
"Sweet Cherry","5","Van",61.554777,383.3544799,0.5106368,23.7530418,285.5089236,32.3748512,25.042372,2.3349613,3.1280522,2.6224236
"Sweet Cherry","5","Van-Spur",46.4445374,495.8057324,0.7724956,19.7957458,284.391907,38.6335396,24.1789195,2.0346749,3.3445361,4.6069882
"Sweet Cherry","5","Vega",51.264198,359.2884672,0.8787924,15.1041867,286.2945239,39.9129238,31.9335174,2.3161613,9.3381483,2.0921766
"Sweet Cherry","5","Vic",44.6359044,332.6452833,0.1798949,15.0951917,285.8438275,46.7582773,29.8263134,2.3776358,9.3299238,4.7726762
"Sweet Cherry","5","Regina",61.7909384,284.4323862,0.4877683,18.7538091,285.6685219,45.0412489,29.2843864,2.7262146,5.1818696,3.0755493
"Sweet Cherry","5","Schneiders",74.54738,192.1681305,0.2183015,28.2390064,285.2526323,38.8970667,29.5192582,2.3375295,2.1564532,1.6013615
"Sweet Cherry","6","Ambrunés",41.970394,311.091714,0.110239,19.358519,285.330448,42.630974,34.721865,3.951933,5.590987,3.343369
"Sweet Cherry","6","Blanca de Provenza",50.7561302,224.0067224,0.8158348,24.7387752,286.9071793,47.8974866,24.03068,3.3174572,6.5622636,3.1300714
"Sweet Cherry","6","Bing",44.4965967,200.1360578,0.1521324,23.7577215,286.2914649,46.8792832,29.4127867,3.8240277,6.3819977,3.9326784
"Sweet Cherry","6","Burlat",58.1394109,315.2604245,0.1231691,20.4721714,286.2974012,40.1427248,32.2572504,2.5757403,2.7074602,3.5201537
"Sweet Cherry","6","Compact Stella",38.8537255,355.4573171,0.5759427,19.345703,285.5621495,43.7306522,30.7876734,7.1226406,5.5748487,2.685773
"Sweet Cherry","6","Chinook",40.8959927,468.6313245,0.1876234,18.1676061,284.0597381,39.1081133,25.5361018,2.0168159,3.871414,3.0894834
"Sweet Cherry","6","Corum",47.0991142,404.565755,0.9485245,16.7768198,285.2354728,41.8817011,25.9939292,2.8254859,6.3471012,4.2445949
"Sweet Cherry","6","Early Van Compact",49.795995,461.465341,0.382028,21.131086,285.33226,39.158342,24.502521,2.005145,2.151539,3.310551
"Sweet Cherry","6","Garnet",48.2014095,273.1291456,0.9635101,28.4423706,286.0924114,38.5990517,31.72182,2.8815624,3.0907658,4.0791904
"Sweet Cherry","6","Gilpeck",40.0668477,433.0556819,0.9873971,20.5746074,285.6966608,41.2978249,27.1375512,6.8965216,4.6777993,4.1837419
"Sweet Cherry","6","Hedelfinger",40.200681,474.325003,1,23.08636,285.531694,47.664068,27.801479,2.080581,2.452272,2.150502
"Sweet Cherry","6","Lambert",70.5420428,461.7795225,0.1015133,15.006197,284.1094667,27.6939202,24.0235924,2.0055536,5.3900226,3.3992139
"Sweet Cherry","6","Lapins",35.7483765,382.0200582,0.9829866,15.3076749,285.3686744,33.5431899,24.8645822,2.7582809,9.9746493,1.9820788
"Sweet Cherry","6","Marvin",46.1394079,299.335614,0.1923203,23.0601648,285.3582524,37.2342472,34.9552096,2.4136147,5.9517129,3.8011636
"Sweet Cherry","6","Napoleón",51.7507463,356.1017052,0.1682771,17.0046706,285.0709126,38.2879103,26.574276,3.2924585,6.2205435,1.9304138
"Sweet Cherry","6","Newstar",42.8283089,251.0925318,0.5558297,18.1462572,285.4376025,42.3287211,28.7928206,7.5028601,7.536444,2.8290983
"Sweet Cherry","6","Precòce Bernard",36.5790193,486.7851685,0.6980081,17.421166,285.4380908,47.9506711,33.0839269,3.0973549,4.9577894,3.3964495
"Sweet Cherry","6","Pico Colorado",45.0764654,466.1236795,0.7303881,19.9726335,285.4630222,39.0596778,26.7673782,5.7735845,3.6129119,3.857519
"Sweet Cherry","6","Pico Negro",44.669188,486.6036413,0.2278442,18.074551,285.3141511,43.7435021,24,2.0576463,3.230561,4.6950356
"Sweet Cherry","6","Ramón Oliva",38.3765231,223.6858688,0.2522091,23.1267927,285.2566125,42.5073648,26.5132352,7.4258222,6.0506985,4.1904613
"Sweet Cherry","6","Rainier",46.8688535,487.748053,0.6265748,17.6885191,284.5594429,37.4888622,24.424463,4.2914841,3.2407191,2.4797657
"Sweet Cherry","6","Rubi",44.504092,394.701002,0.137927,20.665438,285.157564,40.99738,33.029406,2.925986,2.488784,4.599251
"Sweet Cherry","6","Sam",47.1721638,480.1358432,0.9403896,17.0475195,285.145545,38.0684648,34.7276718,3.2568968,6.5812741,1.935809
"Sweet Cherry","6","Sandom Rose",41.9369445,342.4247572,0.7966204,21.2808761,285.5171367,39.5089122,25.7420615,3.7334345,5.8876091,3.1721986
"Sweet Cherry","6","Santina",45.9483034,396.5969642,0.7349298,19.3824201,284.2284365,36.9111728,29.3896861,2.1992051,6.0160029,3.3189156
"Sweet Cherry","6","Sylvia",69.3749976,191.1799135,0.1111059,19.6814922,285.7175513,35.3863873,28.0192359,5.092023,6.5356466,3.6586752
"Sweet Cherry","6","Star",35.6190875,356.1126938,0.3610349,23.4584879,284.5321468,39.4605386,36.2239778,7.8550919,3.1174382,2.4390758
"Sweet Cherry","6","Sue",52.8379775,482.647447,0.9993518,22.4416289,285.3924965,38.2534213,24.001266,2.107924,2.0339659,3.4705273
"Sweet Cherry","6","Summit",48.9267632,454.1198334,0.8613876,24.489062,284.89923,37.8195098,31.877241,2.217708,2.0968846,2.9750955
"Sweet Cherry","6","Sunburst",47.3638841,267.4822796,0.9919396,29.6723549,286.1011302,42.0473877,28.8604957,2.0742012,4.1337649,1.9339199
"Sweet Cherry","6","Taleguera Brillante",48.9061397,426.0569047,0.3123181,21.3202396,284.1193569,37.0965046,27.5287468,2.2379542,4.1247475,4.5085791
"Sweet Cherry","6","Van",42.3135547,444.4493278,0.9773935,21.4545759,284.7018547,40.6560726,39.5342047,3.4943112,3.726286,4.1475027
"Sweet Cherry","6","Van-Spur",43.40388,471.522467,1,15.167552,284.290663,40.192135,26.4216,2.303924,7.018596,3.091404
"Sweet Cherry","6","Vega",43.784844,279.275015,0.439533,27.247266,286.324982,42.285399,31.878013,5.606842,4.058481,4.220477
"Sweet Cherry","6","Vic",43.5191923,353.2871958,0.4814269,29.0604078,285.7676349,42.5245913,30.0270458,2.5075763,2.014383,4.4349771
"Sweet Cherry","6","Regina",61.7146095,264.1495849,0.5140592,21.1546564,285.94314,43.5555493,38.8206836,5.2899968,3.3256546,2.8665934
"Sweet Cherry","6","Schneiders",64.5649731,242.3594256,0.3654445,20.9702776,285.4943846,45.2084119,26.8547159,2.8566427,4.139053,1.2764602
"Sweet Cherry","7","Ambrunés",39.583842,373.422176,0.237692,18.590421,285.416887,43.810732,34.84651,3.732399,5.756771,1.942639
"Sweet Cherry","7","Blanca de Provenza",36.5884868,139.8405495,0.8634055,29.0521443,285.1284683,38.9037428,25.699634,8.9652739,7.6455723,4.5878961
"Sweet Cherry","7","Bing",34.2932262,352.2363241,0.4827817,20.8764248,284.6589374,45.8982988,35.1648571,6.2758464,4.6526955,2.9344695
"Sweet Cherry","7","Burlat",49.7199459,266.1185426,0.1396782,22.4695553,285.8073414,45.3975695,36.2416108,4.0311645,2.2407507,2.560816
"Sweet Cherry","7","Compact Stella",42.5142355,408.4920338,0.3522195,20.3471079,284.9667631,40.9415291,28.1247103,5.5412246,4.1522302,4.2294529
"Sweet Cherry","7","Chinook",40.9515204,393.3699176,0.8868391,15.7597533,284.3740047,42.127431,27.1751657,4.0726263,7.2887127,3.8092104
"Sweet Cherry","7","Corum",50.351061,353.574943,1,15.056785,285.393086,38.484446,24.518098,2.543777,8.903006,4.1197
"Sweet Cherry","7","Early Van Compact",60.347492,498.700873,1,19.835214,284.973103,32.063623,24.040625,2.05,2.095066,4.51147
"Sweet Cherry","7","Garnet",47.6081678,378.712872,0.5341494,23.9708124,285.7873957,39.6643752,29.1627459,2.1830057,2.6280608,3.6149372
"Sweet Cherry","7","Gilpeck",49.326124,480.540344,1,18.991121,285.500274,40.522326,27.91111,2,4.476666,4.983889
"Sweet Cherry","7","Hedelfinger",45.418642,374.715189,0.433213,28.187541,284.851462,37.627107,25.175208,2.172152,2.094781,4.18836
"Sweet Cherry","7","Lambert",51.2843662,423.9651352,0.6102217,24.8304333,286.2008187,42.8242503,30.4798374,2.657179,2.0032112,4.9263358
"Sweet Cherry","7","Lapins",49.1747429,347.4733489,0.1494709,15.142202,285.3242197,36.2987869,24,3.6439243,8.4033132,4.0965579
"Sweet Cherry","7","Marvin",48.7003898,256.8789004,0.9980947,28.6088414,285.5876624,38.2493853,25.0583415,2,4.4484109,3.2946654
"Sweet Cherry","7","Napoleón",46.0988084,246.6913249,0.2911115,25.3868904,285.5148529,42.4264118,35.544242,4.0445395,4.9742739,3.7850021
"Sweet Cherry","7","Newstar",32.7750588,342.4935717,0.4166376,16.1577063,285.1714868,44.3086437,26.1730908,7.4813299,7.8011442,2.2032287
"Sweet Cherry","7","Precòce Bernard",45.2438747,357.8517475,0.2098858,25.2575139,284.2229749,38.284658,26.8163594,2.016825,2.0377326,4.9060925
"Sweet Cherry","7","Pico Colorado",28.6088999,277.5828487,0.6417476,25.3671244,284.112718,47.9321493,36.5527364,6.288389,4.9151135,3.1774137
"Sweet Cherry","7","Pico Negro",42.987291,445.795351,1,21.673836,286.046175,47.655735,31.062106,2.35305,2.186816,2.500118
"Sweet Cherry","7","Ramón Oliva",40.4445871,405.8822632,0.2721881,21.0417645,285.683126,47.4798672,25.1491871,2.5545832,3.2129657,2.5409284
"Sweet Cherry","7","Rainier",53.1086984,389.4450952,0.3717487,15.0849411,286.1206862,37.9977776,29.2529258,2.5059105,7.6804765,3.1750184
"Sweet Cherry","7","Rubi",42.6835829,270.4507648,0.9708522,29.1227941,286.4868527,47.4887354,30.0984738,2.5202287,2.48978,2.1451401
"Sweet Cherry","7","Sam",47.7048737,426.8240634,0.3712191,15.0891791,284.3915262,39.0298716,26.9823603,2.1344734,8.7651852,4.284493
"Sweet Cherry","7","Sandom Rose",55.87717,100,0.91,29.04643,285.559738,31.093329,27.755435,2.0125,9.951153,1.211875
"Sweet Cherry","7","Santina",50.1407051,417.0124785,0.2513426,20.5368938,285.7472085,39.5019994,30.2945769,2.3155814,3.8488476,4.1968933
"Sweet Cherry","7","Sylvia",59.293767,226.3510171,0.1190936,19.2523236,285.579823,42.3221155,31.1992565,2.2508725,6.099864,2.1636126
"Sweet Cherry","7","Star",43.2358723,254.7156153,0.3152988,23.9797601,286.2270408,40.7817183,31.7095397,7.8758299,6.1953001,2.0260591
"Sweet Cherry","7","Sue",43.178902,385.954289,0.336809,21.457148,285.128502,45.62376,25.697157,3.857338,4.215827,3.392201
"Sweet Cherry","7","Summit",51.985299,366.1645018,0.3674293,24.6210637,286.1544787,38.9617226,31.2886316,2.6554913,3.9687048,4.2383942
"Sweet Cherry","7","Sunburst",20,478.093297,0.9325,18.457073,284.966377,42.3852,24.651087,9.248365,5.157087,1.236005
"Sweet Cherry","7","Taleguera Brillante",47.9726938,474.894612,0.8433096,22.5282447,285.2517791,39.5176446,27.4284866,2.4811942,2.3304228,1.6388154
"Sweet Cherry","7","Van",69.7689955,389.4926995,0.7645156,24.4852057,285.0616286,26.0811495,24.2025438,4.051543,3.0492004,4.4293522
"Sweet Cherry","7","Van-Spur",34.2026599,349.6740476,0.9954183,15.8118258,284.8626586,44.0330154,30.8507366,6.0080425,9.5081967,3.4290949
"Sweet Cherry","7","Vega",49.3659507,343.9441361,0.1982253,20.2960182,285.1565335,38.3621358,24.2880248,2.4040075,5.6497198,4.5717827
"Sweet Cherry","7","Vic",52.418206,499.575513,0.979608,22.376536,284.781132,36.407659,24.082868,2.059816,2.002613,4.812492
"Sweet Cherry","7","Regina",65.0450715,213.8993296,0.1939107,18.4209255,285.8891888,47.2316623,40.5393534,2.4519786,6.4085173,1.2749461
"Sweet Cherry","7","Schneiders",70.04361,233.93809,0.360287,16.882811,285.568212,43.211913,29.344929,2.736183,6.832552,3.329907
"Sweet Cherry","8","Ambrunés",40.4117884,332.7683619,0.1752766,16.1273698,284.3097479,42.2342026,26.6002566,4.0600001,7.8993784,3.6107388
"Sweet Cherry","8","Blanca de Provenza",20,100,0.955,29.518873,284.222091,48,24.502031,9.794289,9.99375,4.354855
"Sweet Cherry","8","Bing",43.1915547,318.2658898,0.5550267,24.7476856,286.2603195,47.2611028,30.0160401,5.2934811,2.727233,3.5922428
"Sweet Cherry","8","Burlat",59.1835341,285.9011079,0.1276246,19.4731972,285.121458,39.8334978,24.1998166,2.5865765,3.1819076,2.7200815
"Sweet Cherry","8","Compact Stella",48.782709,352.432871,0.522764,25.347781,285.819101,36.76208,27.616615,5.448792,3.578864,2.035869
"Sweet Cherry","8","Chinook",41.334954,447.638026,0.34552,18.43556,285.957767,41.915267,33.676507,5.748921,4.211303,3.483587
"Sweet Cherry","8","Corum",48.2990366,352.1449048,0.2720192,15.3560117,284.8644728,38.0114077,24.613686,2.1045778,8.5104934,3.71008
"Sweet Cherry","8","Early Van Compact",42.1123788,393.5195255,0.9932849,24.5501518,285.4937628,47.3198615,24.0440042,2.1678782,2.013108,4.9500023
"Sweet Cherry","8","Garnet",44.667613,371.82402,0.813042,17.824024,285.567176,43.309591,26.233198,2.486094,6.789347,2.468332
"Sweet Cherry","8","Gilpeck",39.0050799,341.2115758,0.3884993,26.4990818,285.0472337,42.8359517,24.2827284,5.90328,2.9522199,3.4626127
"Sweet Cherry","8","Hedelfinger",42.316671,423.858015,0.998414,21.570642,285.799704,42.677027,29.379836,5.656217,4.670348,4.410557
"Sweet Cherry","8","Lambert",37.1252025,343.8051054,0.1546432,16.7637437,285.027871,43.469548,24.5642477,7.6931583,5.5803162,3.2311564
"Sweet Cherry","8","Lapins",40.4657625,476.5789917,0.9038377,19.9998418,285.4950434,47.3394092,37.5757283,2.1877222,2.1132802,4.7122385
"Sweet Cherry","8","Marvin",40.1955415,254.8338814,0.2714545,24.1948027,285.2488945,41.0888417,25.4989839,6.1007899,6.0517091,2.1166895
"Sweet Cherry","8","Napoleón",54.332856,325.9128783,0.1831294,21.777396,286.0943795,37.9091,31.0433521,2.6317043,4.4664848,2.4983575
"Sweet Cherry","8","Newstar",45.5818717,298.5423922,0.2546369,23.8969206,285.5242314,38.5898362,29.9470938,6.9212999,3.7379686,2.8582134
"Sweet Cherry","8","Precòce Bernard",36.5476028,358.9895458,0.3530654,16.1744635,285.8515943,47.8336935,42.6008961,2.0661254,8.6205447,2.6447663
"Sweet Cherry","8","Pico Colorado",47.6516802,334.8896304,0.8075708,26.4666911,285.8393494,41.2094255,29.7359973,3.9562964,2.6548896,4.8175994
"Sweet Cherry","8","Pico Negro",44.598749,474.1827565,0.6995151,17.2258408,285.7845784,43.8301896,28.1461442,3.6453991,4.9768253,3.4559856
"Sweet Cherry","8","Ramón Oliva",55.4214629,338.2939585,0.1920389,19.4957198,284.7943867,31.2484118,26.0888362,2.1142214,6.1590453,4.1624484
"Sweet Cherry","8","Rainier",52.8679384,280.9419222,0.3345835,15.7935071,284.7644257,34.568817,24.0862469,4.891601,9.1881449,2.3142632
"Sweet Cherry","8","Rubi",46.842169,335.192676,0.946965,21.737608,285.265419,37.296906,34.3045,3.560095,4.989831,2.569573
"Sweet Cherry","8","Sam",49.6320982,496.0716403,0.8634763,21.8242524,284.4077198,37.0167585,29.5651536,2.0569243,2.9886074,4.5562257
"Sweet Cherry","8","Sandom Rose",43.8001349,321.5091301,0.9176655,19.7263713,285.618586,40.9251042,28.9866671,3.4333167,7.2157787,3.2730773
"Sweet Cherry","8","Santina",32.650361,396.347691,1,19.35874,284.012754,47.719638,40.627625,4.190046,5.938896,2.924327
"Sweet Cherry","8","Sylvia",53.891026,365.807364,0.921158,21.699913,285.630755,40.650294,35.469828,5.820889,2.145309,3.57678
"Sweet Cherry","8","Star",43.175117,263.255967,0.407803,24.338425,285.985196,46.41945,26.78219,6.127243,6.120959,3.08593
"Sweet Cherry","8","Sue",53.3661577,446.5326612,0.9958213,22.7094133,285.3725467,38.9856059,24.5901093,2.0878518,2.5226122,4.3893187
"Sweet Cherry","8","Summit",52.806322,486.0761245,0.9603285,19.984291,286.2913642,38.9702134,24.0661256,2.0542885,4.4529866,3.863358
"Sweet Cherry","8","Sunburst",38.78948,497.494497,1,19.228171,284.151513,44.147251,26.733549,3.92452,4.352356,3.815062
"Sweet Cherry","8","Taleguera Brillante",46.3517453,357.1687133,0.9992969,16.527506,285.5450503,42.4373664,28.7475956,2.9844986,9.3942479,4.9119168
"Sweet Cherry","8","Van",47.9479385,400.2226001,0.5275388,22.2785198,284.0267686,33.9726648,29.7058251,3.378209,4.0569621,3.4143094
"Sweet Cherry","8","Van-Spur",47.5875555,378.5208421,0.8647754,15.0007324,285.2446894,38.5063842,27.5663238,2.4522486,9.1190024,3.9815836
"Sweet Cherry","8","Vega",42.0334653,409.2325881,0.8401203,23.4621751,286.3558804,46.6685445,32.9890453,3.7602369,2.7570264,3.8259307
"Sweet Cherry","8","Vic",45.5700391,469.4731323,0.3475533,23.9066875,286.4010255,42.5972867,32.4785558,2.5924765,2.0439735,4.6095771
"Sweet Cherry","8","Regina",67.053308,221.822887,0.441043,20.768301,285.77154,46.658098,33.459945,2.774292,5.011724,1.200046
"Sweet Cherry","8","Schneiders",62.7276874,188.5227423,0.7977402,23.0887145,285.8022051,47.0575593,40.7942237,3.4447634,4.7319748,3.9224489
"Sweet Cherry","9","Ambrunés",38.753685,325.731278,0.908425,22.723688,286.185074,47.533283,25.216057,6.053175,5.024355,4.057395
"Sweet Cherry","9","Blanca de Provenza",54.0339874,271.4630032,0.1531244,22.6784151,285.6689494,38.1852264,29.6495577,3.3322099,6.0557449,2.7747551
"Sweet Cherry","9","Bing",42.1441723,402.6583612,0.2643688,19.9795638,285.9565936,46.7410195,31.1682358,3.8672282,3.5735239,2.4686656
"Sweet Cherry","9","Burlat",51.2159426,401.0071979,0.1511348,18.3512066,285.7981139,42.476049,30.8215015,3.3964109,2.1371844,4.3580762
"Sweet Cherry","9","Compact Stella",65.3872346,429.1737534,0.9999727,19.389273,284.5897716,27.0249371,24.4062284,4.6635822,5.1645067,2.6222509
"Sweet Cherry","9","Chinook",51.2903795,468.3884204,0.9729055,16.2160115,284.0121586,35.4740823,25.5516066,2.0053694,5.2243234,4.8291553
"Sweet Cherry","9","Corum",33.8534916,500,0.9972313,19.7621079,284.1339023,48,41.8930276,3.8909617,2.326034,4.0007651
"Sweet Cherry","9","Early Van Compact",44.7970043,470.5431881,0.6747778,17.1346486,286.2161385,43.7197964,25.6490258,2.5621421,5.3953804,3.0005315
"Sweet Cherry","9","Garnet",44.8897517,288.216528,0.6320841,26.2318666,284.8673271,37.9127106,26.8970995,2.5415472,4.1274652,4.9572094
"Sweet Cherry","9","Gilpeck",46.9010722,485.9800762,0.9951608,21.3586464,285.6732895,43.0677627,26.8415269,2.1533893,2.7193138,4.9078051
"Sweet Cherry","9","Hedelfinger",42.6339018,394.6641669,0.7997592,22.021665,286.2151863,44.5920387,26.7904612,4.9436614,5.3070713,1.2197221
"Sweet Cherry","9","Lambert",37.078579,401.2667746,0.4217923,15.2399046,285.0091585,42.144719,25.7212918,7.6502147,7.353818,4.0367107
"Sweet Cherry","9","Lapins",41.341095,396.391386,0.811898,19.857905,285.857719,45.244758,38.16977,2.843375,4.590095,4.285135
"Sweet Cherry","9","Marvin",49.179051,353.6665121,0.8375046,27.4910721,284.0193293,32.4438098,29.7856747,2.0473177,2.3263957,1.9159785
"Sweet Cherry","9","Napoleón",47.3609908,388.8497961,0.4642849,21.663288,285.7719261,41.0452499,29.6679611,2.5716739,4.1832332,2.2331969
