"species","repetition","cultivar","yc","zc","s1","Tu","theta_c","tau","pie_c","Tf","Tb","slope"
"Apple","8","Cox Orange",46.855397,247.3654363,0.8944473,29.4145976,284.0390597,39.5438218,36.5231655,2.1338685,2.1687162,4.6420538
"Apple","8","Elstar",46.9245286,136.6555735,0.8725673,25.8564004,286.2549707,36.7995746,28.5773208,5.4358686,8.2082876,4.2943292
"Apple","8","Golden Delicious",43.963523,220.607276,0.100261,29.56253,286.57301,47.67961,25.634068,2.652642,2.182411,1.545078
"Apple","8","James Grieve",40.232197,221.734832,1,19.865426,286.393146,42.931964,31.569843,2,6.84432,3.723429
"Apple","8","Jonagold",71.8494823,499.9960972,0.6051674,15.9717037,284.7759913,29.6035755,29.2293497,2.5785253,4.0318454,1.2029687
"Apple","8","Roter Boskoop",48.9656128,311.9006601,0.1853215,23.4189161,286.3137851,48,41.5983084,3.458056,2.0887391,1.4528118
"Apple","8","Topaz",43.8495948,224.1140778,0.4709609,20.4403609,285.994419,47.552854,27.9654864,6.9179093,5.4259081,3.200831
"Apple","9","Berlepsch",63.860648,273.4797372,0.1454908,23.1233432,285.5467356,42.0732723,37.0910207,2.1853441,2.7483456,1.4747784
"Apple","9","Braeburn",52.0714789,343.7614478,0.8886097,24.1918765,286.1041518,47.2408321,32.5286519,2.0532873,2.0276507,1.2568996
"Apple","9","Cox Orange",51.22351,300.270159,1,16.7305,284.835035,35.001515,33.853389,4.174842,7.148119,4.1619
"Apple","9","Elstar",20,390.749832,1,15,286.695982,33.888607,24.606612,2.098673,9.545821,4.158419
"Apple","9","Golden Delicious",36.643924,482.738713,0.111467,17.387839,285.816079,36.472261,27.842094,6.584556,3.482716,1.208381
"Apple","9","James Grieve",73.0711293,198.8970378,0.9533465,29.9133818,286.4442929,37.2888202,25.9431046,2.2784998,2.1990083,1.7478925
"Apple","9","Jonagold",53.772566,283.95928,1,23.962646,286.164984,47.036166,34.36603,2.064765,3.232793,1.241838
"Apple","9","Roter Boskoop",44.2739753,312.1866712,0.9988508,22.121101,286.2298356,44.562708,37.2932588,2.1462267,3.5614869,2.4211376
"Apple","9","Topaz",64.1373058,280.4010762,0.8115798,16.8446544,286.298756,47.9023493,35.0380206,2.664612,5.867676,1.5349979
"Apple","10","Berlepsch",77.7126838,247.608866,0.1459375,24.7817564,286.6638987,40.7586028,30.35799,2.0995891,2.0964258,1.2381516
"Apple","10","Braeburn",61.7628294,368.0872043,0.8482311,23.2307881,285.7763862,37.4758069,34.1578123,2.9136351,2.0057536,1.2188344
"Apple","10","Cox Orange",59.918028,270.934364,1,28.679775,286.384903,34.178579,30.050274,2.029987,2.147269,1.336238
"Apple","10","Elstar",20.0820112,135.5830992,0.6884191,28.3688721,286.8006737,42.7687073,25.0177431,3.8779948,7.7182743,4.9987363
"Apple","10","Golden Delicious",44.958324,248.825483,0.1,26.259511,285.736688,43.352261,24.902881,2.147354,3.003814,1.534236
"Apple","10","James Grieve",60.434361,283.283687,0.248057,20.974362,285.415804,44.808089,37.725519,2.486732,3.697802,2.068919
"Apple","10","Jonagold",56.4331872,308.152441,0.8911391,24.8737719,285.9032408,43.9787956,40.2387227,2.139683,2,1.2113795
"Apple","10","Roter Boskoop",54.954643,266.730151,0.112949,24.599757,286.727256,44.705012,29.978322,2.270315,2.284033,2.195081
"Apple","10","Topaz",55.2075023,333.8563508,0.8744081,22.4624979,285.6541609,42.0269532,38.3890293,2.8791501,2.7981898,1.2630658
"European Plum","1","Krämer Hauszw.",79.3812644,364.2330811,0.1814637,19.7720686,285.6688675,28.9873049,24.6238931,2.4473131,2.037762,1.3329453
"European Plum","2","Krämer Hauszw.",42.4420069,376.4972276,0.3370174,19.8974634,285.5052286,47.7308145,38.207683,3.5938509,2.0375396,3.3212087
"European Plum","3","Krämer Hauszw.",54.6965593,265.2384531,0.2014015,21.6608914,286.146756,46.9068139,33.7975785,3.3401857,2.1125572,1.6397857
"European Plum","4","Krämer Hauszw.",48.6341084,366.7624582,0.2695199,19.6332824,285.3530946,43.7488512,26.7147871,3.5453056,2.0887046,1.2111103
"European Plum","5","Krämer Hauszw.",57.9043114,371.8565024,0.1859242,18.6341728,285.2462959,40.3751356,27.0240699,2.7005516,2.0434388,1.2262153
"European Plum","6","Krämer Hauszw.",48.1445223,328.5697655,0.1560341,21.03149,286.3207854,44.9033821,34.9680352,3.2072823,2.0265309,2.1538238
"European Plum","7","Krämer Hauszw.",53.9152624,410.6429456,0.6105777,17.4618673,284.8554817,42.135727,25.5223507,2.5552775,2.604046,1.7421965
"European Plum","8","Krämer Hauszw.",45.909444,388.7870499,0.1599208,18.7289216,285.4059062,46.0398582,35.9721664,2.0027935,2.0411486,1.2
"European Plum","9","Krämer Hauszw.",64.0286184,454.7009244,0.1079207,16.8963402,286.6694729,36.341515,25.9118699,2.2748145,2.053737,1.2592132
"European Plum","10","Krämer Hauszw.",56.0498781,305.114069,0.3252849,20.3683883,286.3778447,44.6409664,37.4646956,3.8458347,2.5355478,3.3659259
"Japanese Plum","1","President",63.4185659,159.6113235,0.1102127,29.4301333,286.4962413,31.9333285,24.5340532,3.268011,2.0209099,3.496442
"Japanese Plum","2","President",51.612367,124.981978,0.105084,29.942999,286.533817,47.8,28.971869,3.017165,2.10098,4.136649
"Japanese Plum","3","President",52.5721098,224.7519213,0.1242193,22.9625066,286.2207712,42.3875135,34.578195,2.9900484,2.1139981,3.0968419
"Japanese Plum","4","President",46.0996892,226.2507495,0.2078657,24.1672665,286.1727082,41.8563401,31.9470082,4.8742857,2.0283822,4.174162
"Japanese Plum","5","President",36.9589209,205.4090899,0.1621266,25.6047378,285.5954466,47.9705967,45.9882388,3.534736,2.0693424,4.526305
"Japanese Plum","6","President",53.314252,228.583678,0.118156,22.211751,285.572249,41.815883,29.640309,2.79293,2.041559,1.396446
"Japanese Plum","7","President",50.7463728,201.9275193,0.1555161,25.2213105,286.5145415,38.0679031,29.604491,5.0902736,2.1630896,2.3586892
"Japanese Plum","8","President",50.3135269,200.7885974,0.1929564,24.9453301,286.8606853,45.5404264,27.0367885,4.7079966,2,2.5511822
"Japanese Plum","9","President",62.7600732,226.0183484,0.1165268,24.0503117,286.6686503,34.7128381,25.0827807,3.0606377,2.0088069,3.0917885
"Japanese Plum","10","President",45.6834922,224.2404757,0.2675915,24.5713071,286.1252685,43.4979058,29.4908503,4.2517042,2.0812547,1.7106989
"Pistachio","1","Mateur",23.3254582,470.9006914,0.1210011,29.3024172,285.6127045,41.1118316,26.1135329,5.8499422,3.0850663,3.0693335
"Pistachio","1","Ohadi",20.8659723,482.1041606,0.1439787,27.5982602,284.9197041,39.5622109,25.09763,7.0469241,5.5384643,4.3115375
"Pistachio","2","Mateur",26.9263132,361.8627947,0.1388571,29.9368037,286.529807,44.9763319,30.0581341,4.3208848,5.5447266,4.9963365
"Pistachio","2","Ohadi",31.703124,488.663328,0.101968,22.105162,285.950081,33.554561,25.865236,6.029361,9.890252,3.537263
"Pistachio","3","Mateur",25.511271,476.7369009,0.1045713,19.4242615,284.8317385,39.907016,24.305494,3.0830792,9.6477319,1.4882574
"Pistachio","3","Ohadi",23.4243928,357.2163988,0.1118824,28.1600199,285.3773049,42.4283041,25.6600344,6.8405849,7.3461214,3.1476641
"Pistachio","4","Mateur",22.631605,465.0822824,0.1213701,23.9798089,284.9649229,42.4548374,24.1542483,7.2444001,4.9462824,4.7992176
"Pistachio","4","Ohadi",28.574568,477.113493,0.1318709,27.8010134,286.0930532,41.7144104,29.5337191,3.7241523,4.8050439,1.2141297
"Pistachio","5","Mateur",25.811352,500,0.1005174,26.3052719,285.7517584,39.2832775,26.9397882,5.6844055,4.3094535,4.4181205
"Pistachio","5","Ohadi",27.238646,479.3366944,0.1692426,24.0223211,286.6353597,43.7970885,25.6331059,5.7392818,9.1466008,1.8854472
"Pistachio","6","Mateur",25.0882413,461.0906703,0.1002363,19.3404905,285.0921675,42.0117436,24.1640742,3.220936,9.9359952,4.5810557
"Pistachio","6","Ohadi",24.6751847,500,0.1015399,20.2839317,286.0578104,44.7996858,29.6601132,6.5971328,9.6370705,4.007823
"Pistachio","7","Mateur",22.4384768,499.9789573,0.1040012,28.1157111,284.689661,32.479775,25.3204,6.8925672,2.6661125,3.8468859
"Pistachio","7","Ohadi",23.587387,500,0.1,26.529444,285.787706,47.998038,24.052248,5.966916,5.456368,3.091283
"Pistachio","8","Mateur",27.1243491,481.6669084,0.1286146,22.4991871,286.4649857,47.747025,29.5655956,2.5959706,6.7857537,1.3726232
"Pistachio","8","Ohadi",32.0849744,422.6360195,0.1002605,21.1506211,286.7000125,47.9183358,24.5353838,2.8536981,9.3581253,1.7440963
"Pistachio","9","Mateur",20.1191277,468.5433063,0.1653872,29.953125,285.6502592,37.9034115,31.1414969,10,2.05,3.8009324
"Pistachio","9","Ohadi",26.3691732,461.7906616,0.1190064,25.5833151,286.4233367,41.8061379,29.6608727,7.3645434,6.7792776,4.6556504
"Pistachio","10","Mateur",25.0164058,480.5085329,0.1018591,20.7216688,285.764879,40.1699762,29.0348585,6.9440504,7.7617368,4.193366
"Pistachio","10","Ohadi",26.3806008,433.3735736,0.1002581,29.2592431,286.6204679,46.9217497,34.0155601,2.2348028,4.8196145,1.7045407
"Sweet Cherry","1","Ambrunés",46.6450369,361.2501752,0.2131205,24.324296,286.2524375,38.050614,29.0938931,5.2200772,2.4908491,3.1875516
"Sweet Cherry","1","Blanca de Provenza",54.5530071,264.7369746,0.1461076,26.9992674,286.1345554,42.5459854,28.374347,2.63222,2.2474355,3.6479566
"Sweet Cherry","1","Bing",47.2411365,181.7772055,0.3118142,24.4390319,286.8074876,45.2058772,25.1872406,6.6340357,6.1280996,2.4701597
"Sweet Cherry","1","Burlat",54.2419799,251.1215922,0.1062717,22.482848,285.9182856,46.1589582,30.978827,3.5545716,2.046942,4.7349719
"Sweet Cherry","1","Compact Stella",41.1324826,441.7511575,0.3174831,22.3855889,284.7920955,37.302733,28.3020729,5.8649275,2.4848093,2.8634144
"Sweet Cherry","1","Chinook",49.3290932,376.789794,0.1976673,17.0109808,285.4424926,38.7272361,28.0672214,2.1920474,5.9287442,3.8675026
"Sweet Cherry","1","Corum",38.549755,402.5162871,0.3309415,22.9213661,285.8277223,46.2916177,29.6812844,2.4054351,2.6052184,2.7587779
"Sweet Cherry","1","Early Van Compact",48.9283509,269.8003254,0.1168203,16.0279836,284.8681075,39.3039923,24.0447118,2.0708467,9.3370528,4.590674
"Sweet Cherry","1","Garnet",57.7574785,377.6290784,0.7110708,19.6622416,285.2341898,31.2686739,27.5245579,2.7560878,5.5315009,4.7588849
"Sweet Cherry","1","Gilpeck",45.0139888,405.0959813,0.9682997,22.2054967,284.3712987,41.5269018,33.681072,3.5711119,3.6254292,4.2534248
"Sweet Cherry","1","Hedelfinger",46.6125109,386.6459784,0.9794194,15.163237,284.0764483,36.2451997,31.5062131,2.0447192,9.8284268,4.8084406
"Sweet Cherry","1","Lambert",43.5122664,458.1291484,0.9998728,15.0033286,284.1851175,42.3440793,29.6859703,3.837616,7.1220755,4.8248858
"Sweet Cherry","1","Lapins",39.915439,424.979136,0.106877,19.556785,284.210184,45.122284,24.092794,2.165629,2.060862,3.661936
"Sweet Cherry","1","Marvin",46.8677452,307.1783016,0.1680119,19.8622999,285.4422575,38.1255786,36.3400857,2.5839764,7.2343848,3.8009084
"Sweet Cherry","1","Napoleón",48.314216,391.33613,0.994654,15.022299,284.577019,39.11389,29.782499,2.228289,8.443441,3.537965
"Sweet Cherry","1","Newstar",49.9919675,201.7868045,0.5852145,21.0716543,285.6415264,39.7335207,30.829272,7.3342394,7.0689634,3.8131131
"Sweet Cherry","1","Precòce Bernard",47.6283993,369.4420165,0.9128125,25.0784241,284.8916472,39.2597589,24.1164885,2,2.1779413,3.5871443
"Sweet Cherry","1","Pico Colorado",40.5640875,344.1434852,0.2380956,20.7402817,285.117132,46.9449789,24.1962231,3.7768943,5.4284272,4.3792855
"Sweet Cherry","1","Pico Negro",41.9485884,334.470854,0.2362146,18.4000316,285.0017652,44.5380953,31.6259611,4.0092729,6.381685,4.6677841
"Sweet Cherry","1","Ramón Oliva",47.647308,381.091512,1,16.427785,285.412451,42.706562,27.239874,2.142974,7.355166,4.687403
"Sweet Cherry","1","Rainier",48.7562348,308.17472,0.8636286,27.7532784,285.6145523,39.4573271,28.2596852,2.0438689,2.2027802,4.3048017
"Sweet Cherry","1","Rubi",46.5673617,392.1532732,0.7602641,22.9790816,286.1694587,45.0129579,28.7048263,2.8585543,2.1495402,3.8901853
"Sweet Cherry","1","Sam",41.8488123,422.4788653,0.6425005,15.032115,285.7206489,45.2530481,40.1271046,3.5736598,8.8978948,2.5032876
"Sweet Cherry","1","Sandom Rose",43.933965,191.710072,0.915941,27.413679,284.07462,31.995797,30.892864,4.103552,7.044016,3.602565
"Sweet Cherry","1","Santina",57.601794,439.1274388,0.9859718,21.8406643,284.3407405,32.1331272,24.6742958,2.427336,2.5911186,3.0603335
"Sweet Cherry","1","Sylvia",51.6254634,383.9929794,0.1950694,20.1649795,286.5215552,45.5393556,30.7707126,3.7952543,2.1878405,1.4174467
"Sweet Cherry","1","Star",55.3904165,268.0720758,0.1113269,19.0420553,285.8115596,39.5550422,26.3075089,4.0048075,7.3114486,2.5586494
"Sweet Cherry","1","Sue",45.695886,364.081628,1,21.535149,285.717573,45.090377,25.345551,4.021025,5.338194,4.703976
"Sweet Cherry","1","Summit",48.9190741,390.4698373,0.4024102,21.8623582,286.3442349,41.5429133,32.2255739,5.0639169,4.6264076,2.6488597
"Sweet Cherry","1","Sunburst",45.8317825,435.5504956,0.7729529,15.1180437,286.2132377,36.5821238,31.2234476,5.6417662,8.8868348,3.7242224
"Sweet Cherry","1","Taleguera Brillante",46.1836656,401.087932,0.5202002,22.322137,284.3224445,37.0683586,28.4847642,2.2203578,4.6847882,4.4605385
"Sweet Cherry","1","Van",38.1832029,350.8492767,0.4956491,25.5111653,284.1126213,40.7380648,39.412991,3.3611935,3.2482078,3.3715116
"Sweet Cherry","1","Van-Spur",38.3133302,382.5159707,0.9888192,15.0680954,285.2058819,41.4366429,35.8019899,6.0127106,8.7448277,2.995323
"Sweet Cherry","1","Vega",48.3107858,350.9247849,0.5830957,15.0503647,285.5393389,43.133916,26.3534514,2.0047742,8.8659108,3.0743898
"Sweet Cherry","1","Vic",41.0132281,400.4545584,0.6234385,15.0549131,285.2333064,44.3465627,33.4115333,3.9921192,9.4586126,4.9137862
"Sweet Cherry","1","Regina",72.801105,264.147079,0.171316,20.320181,286.091189,43.0199,39.864437,2.063006,3.593063,1.317365
"Sweet Cherry","1","Schneiders",62.812024,258.696738,0.45099,21.48619,285.960932,46.739709,34.484677,3.354298,3.604345,2.157471
"Sweet Cherry","2","Ambrunés",51.381138,239.660183,0.100948,23.163931,285.761598,36.433574,30.113852,2.925895,5.515223,3.940096
"Sweet Cherry","2","Blanca de Provenza",58.532882,112.542579,0.632563,27.436865,286.580556,40.702688,28.429498,2.982491,9.81336,3.177112
"Sweet Cherry","2","Bing",38.5523987,352.3060116,0.2824092,20.9653234,285.4518749,40.928086,36.5997996,7.7412764,3.9352403,2.9923953
"Sweet Cherry","2","Burlat",56.3612937,214.3795167,0.1026867,19.7087419,285.7595804,44.528648,29.2006572,3.4126696,4.7259555,2.2608227
"Sweet Cherry","2","Compact Stella",40.0895431,329.7460352,0.4670838,18.6335327,285.2986715,42.8334705,33.324778,6.5840265,6.5751612,1.8316665
"Sweet Cherry","2","Chinook",39.2666148,422.0087497,0.3170489,15.4574738,285.3631552,39.5985449,28.1290347,7.2180907,6.1778295,4.6404917
"Sweet Cherry","2","Corum",47.0884522,381.4328152,0.4436108,17.7250894,285.6922484,40.6989455,28.5776225,2.0856275,6.5285872,3.5977042
"Sweet Cherry","2","Early Van Compact",47.8544741,499.375,0.3486079,17.3808032,285.2957138,39.6359822,24,2.00625,4.1880636,3.2241539
"Sweet Cherry","2","Garnet",34.1557997,404.5476264,0.9998885,19.4748558,284.6082957,43.6589624,39.1529436,6.0322398,5.1259265,3.5838742
"Sweet Cherry","2","Gilpeck",36.6865361,444.6360859,0.7280884,22.8694602,284.306791,39.739485,30.8941325,5.9880067,3.0582635,3.9097518
"Sweet Cherry","2","Hedelfinger",42.0413075,442.7449418,0.9214339,21.8742448,284.2271213,39.1512859,27.8191235,4.1111585,4.4363615,4.5612055
"Sweet Cherry","2","Lambert",39.1124912,499.3117084,0.9858814,15.4171863,285.4617162,47.8377676,35.2733575,3.9358421,6.4622183,2.7206635
"Sweet Cherry","2","Lapins",36.8739819,222.2437176,0.1831485,15,286.527037,47.853192,28.784424,8.2051747,9.9336876,2.2203761
"Sweet Cherry","2","Marvin",46.8086335,272.161666,0.8352551,26.4216585,284.9243956,38.7675715,25.9154448,2.734634,4.8384878,1.9903662
"Sweet Cherry","2","Napoleón",32.0478361,301.1998163,0.4397444,28.1726545,284.739635,29.8095342,25.9504879,9.9934487,2.1733043,2.4613007
"Sweet Cherry","2","Newstar",43.517932,312.624888,0.419137,20.543356,285.17085,39.267097,27.046157,6.930889,3.927732,2.337161
"Sweet Cherry","2","Precòce Bernard",41.861064,447.709314,0.5831147,21.7156392,285.3861058,42.3652657,35.2746675,3.4184508,2.4548732,2.8812487
"Sweet Cherry","2","Pico Colorado",47.1337699,347.8419467,0.9979113,15.0300569,285.8074976,37.8663326,32.440687,5.8626835,9.6962781,4.9840008
"Sweet Cherry","2","Pico Negro",42.9558924,389.3107604,0.8865518,15.3218738,286.3104796,46.9644636,31.7869428,3.9479883,7.8516164,3.2331608
"Sweet Cherry","2","Ramón Oliva",43.0824121,371.9109376,0.7628443,24.3097073,285.966035,45.7984221,29.4301604,2.1917612,2.606202,4.9664488
"Sweet Cherry","2","Rainier",40.466349,365.522956,0.357657,22.40911,284.386178,39.535844,28.836632,6.869697,2,4.542449
"Sweet Cherry","2","Rubi",52.9480102,272.3216253,0.1054524,24.025172,285.8875015,39.9476776,29.3201174,2.4430542,2.8401218,4.6149629
"Sweet Cherry","2","Sam",47.523194,500,1,23.528217,284.101699,36.328032,31.354954,2.408447,2.042407,3.264363
"Sweet Cherry","2","Sandom Rose",53.5003403,280.557333,0.4378993,17.7914712,286.3872934,38.6811681,26.2523098,2.7789458,9.1095653,4.7802657
"Sweet Cherry","2","Santina",47.1397865,497.5364685,0.9319024,21.496221,284.1069448,37.0448449,28.2201019,2.0480635,2.0022141,4.6927538
"Sweet Cherry","2","Sylvia",56.1094704,230.1591361,0.1258335,24.0682774,284.5513502,40.1299629,37.4886137,2.5032307,3.3954573,4.9990155
"Sweet Cherry","2","Star",59.155454,213.6419617,0.2903659,22.5123311,285.7153704,34.5041203,27.4898331,6.6499179,7.7621943,2.9193439
"Sweet Cherry","2","Sue",50.2972504,409.0081576,0.9970133,22.5555149,285.6873119,42.7482529,28.0841301,2.0241602,3.3311809,4.8923818
"Sweet Cherry","2","Summit",44.293152,480.555292,1,22.244037,286.580422,46.955169,33.770709,2.343369,2.991353,4.382627
"Sweet Cherry","2","Sunburst",35.887181,383.684651,0.959121,18.185574,284.684294,40.615095,28.530804,6.136092,7.911132,2.593744
"Sweet Cherry","2","Taleguera Brillante",47.6473197,356.8998475,0.6034725,27.8832205,285.94562,41.4623376,30.4945179,2.4283832,2.0038952,2.1251341
"Sweet Cherry","2","Van",58.4138951,381.6870884,0.2684717,21.8353184,285.2112202,33.2629553,24.3523299,2.2187933,4.1475908,2.799393
"Sweet Cherry","2","Van-Spur",72.6441,387.904172,0.850812,15.549995,285.083604,26.162376,24.392691,2.635032,8.25027,4.495103
"Sweet Cherry","2","Vega",41.301026,348.923734,0.726615,25.243762,285.211644,41.687813,34.326317,2.358763,3.814038,3.036214
"Sweet Cherry","2","Vic",34.0018103,372.2670915,0.7095329,26.1198582,285.232345,44.1839401,25.6009244,7.623502,2.0036139,3.1813167
"Sweet Cherry","2","Regina",62.0565934,220.6154895,0.4222974,24.9142862,284.7425574,43.5092802,42.691386,2.1699632,3.4169239,4.2688591
"Sweet Cherry","2","Schneiders",70.941574,261.2013495,0.3358401,23.0946164,285.8810715,42.490348,38.9130535,2.3519005,2.6365758,3.4334859
"Sweet Cherry","3","Ambrunés",37.5173131,406.0243433,0.1669603,23.0728544,286.2745625,47.698344,31.8733799,2.001096,2.358451,4.7805132
"Sweet Cherry","3","Blanca de Provenza",51.5546186,284.1265947,0.7765125,27.584117,286.0914361,44.7958475,26.3524505,3.0796757,2.4596566,4.3542487
"Sweet Cherry","3","Bing",43.8600252,316.9577054,0.7088306,25.6682184,286.3321935,47.034978,31.3062007,4.0627558,2.6170267,3.4019158
"Sweet Cherry","3","Burlat",52.3461819,283.6367987,0.1008186,16.3916999,286.3233088,47.7399317,30.8042807,2.3090809,4.829799,2.7928554
"Sweet Cherry","3","Compact Stella",46.6150974,413.4658655,0.5875886,17.5134689,285.0913031,40.3384057,32.2768144,3.440726,6.4867147,3.4442898
"Sweet Cherry","3","Chinook",41.5305892,377.5703526,0.4571291,17.2933609,284.9281148,43.1450946,32.1699727,4.0582633,6.3311137,3.3920496
"Sweet Cherry","3","Corum",45.09353,383.364779,1,18.21902,285.549939,44.654065,24,3.279318,5.809044,2.995189
"Sweet Cherry","3","Early Van Compact",44.9470065,372.5365392,0.3397999,25.7250108,284.9062049,39.3301208,24.2270755,2.0590359,2.4376941,4.6565914
"Sweet Cherry","3","Garnet",42.049628,381.84419,0.682765,21.398417,286.195754,46.409586,29.524364,2.912516,4.19912,3.525238
"Sweet Cherry","3","Gilpeck",48.9224328,292.8093053,0.1547661,15.7817436,286.7343969,45.0949228,26.9952123,3.406329,9.5696907,3.5509146
"Sweet Cherry","3","Hedelfinger",45.0971927,349.5295711,0.1595105,21.3098216,285.4420369,40.7607127,35.143247,3.8414302,5.6106977,3.647926
"Sweet Cherry","3","Lambert",42.1424159,468.0724605,0.9718722,15.133302,284.1861909,44.9974291,26.7595289,3.925077,6.7232233,4.82889
"Sweet Cherry","3","Lapins",41.8699341,435.6377166,0.1149315,21.4866711,284.8833928,35.8408674,27.854289,2.1626353,2.157687,3.7376301
"Sweet Cherry","3","Marvin",46.9503648,221.3666521,0.2731645,25.9969508,286.1775499,42.4544728,29.7276457,4.6142257,6.0012508,1.6671526
"Sweet Cherry","3","Napoleón",46.176111,412.377702,1,17.595579,285.180215,41.479702,33.21062,4.058389,5.833351,3.76667
"Sweet Cherry","3","Newstar",44.9508703,235.8709041,0.2791988,21.5062421,285.1069234,40.1398236,26.4348575,6.8551993,7.1769805,4.6221579
"Sweet Cherry","3","Precòce Bernard",46.4372632,375.3466552,0.7626036,21.4628856,286.0441412,40.0246917,30.8320852,3.2456416,4.6692305,1.2062297
"Sweet Cherry","3","Pico Colorado",43.149271,321.423018,1,27.237124,285.420561,40.422659,25.974661,5.819453,2.650606,3.727033
"Sweet Cherry","3","Pico Negro",43.979773,382.763099,0.371456,18.112163,285.615673,46.670549,25.227266,3.059857,5.755842,4.23989
"Sweet Cherry","3","Ramón Oliva",49.608787,449.677841,0.989832,19.178328,285.266433,39.255275,24.002269,2.024511,3.9517,4.51671
"Sweet Cherry","3","Rainier",41.233061,409.799848,1,19.749215,285.084112,45.253695,27.046642,4.512697,4.324799,3.310824
"Sweet Cherry","3","Rubi",47.1996793,184.4980769,0.5201829,25.2918945,284.1178166,41.4117692,32.5094778,2.713591,6.3486084,4.1860616
"Sweet Cherry","3","Sam",50.3558392,431.1454834,0.9094903,24.3619614,284.5910577,36.2704088,36.0289468,2.2363733,2.8643082,3.5212507
"Sweet Cherry","3","Sandom Rose",57.3310736,351.931975,0.9173072,21.0069102,284.8143409,31.6108199,26.2346473,2.0104472,4.6113093,1.4393647
"Sweet Cherry","3","Santina",47.0853464,463.6182569,0.3569235,20.8112482,284.1901904,36.9986663,26.0278829,2.1135951,3.189203,4.0214428
"Sweet Cherry","3","Sylvia",59.176776,205.461316,0.146248,23.233199,286.702068,46.639221,26.142744,2.023606,4.724733,3.73536
"Sweet Cherry","3","Star",50.8227721,306.9844424,0.5083081,23.5983377,286.0784523,42.7786914,29.3615309,5.0113314,5.4617295,2.1244086
"Sweet Cherry","3","Sue",45.9529115,399.5613519,0.2789565,18.9683955,285.9099798,44.4227848,30.4986928,3.5319144,5.7699192,4.3862584
"Sweet Cherry","3","Summit",48.553876,400.9136525,0.7746875,26.5230267,286.4876892,42.6320395,29.9201166,2.3993324,2.0774659,4.225034
"Sweet Cherry","3","Sunburst",51.7916105,500,0.9907915,21.6951985,284.1019766,38.5205387,24.2845381,2.0831085,2.0351459,4.9931642
"Sweet Cherry","3","Taleguera Brillante",47.5737473,334.7862766,0.2397803,21.0711379,285.2186775,38.298282,35.8596777,2.430907,6.5918602,3.128624
"Sweet Cherry","3","Van",40.87061,407.759537,1,19.327713,285.875283,47.506453,42.707513,2.381575,5.704878,4.239252
"Sweet Cherry","3","Van-Spur",50.4065527,399.0145705,0.8168805,15.166962,285.0842359,37.4168392,26.7715384,2,8.1604912,4.4683201
"Sweet Cherry","3","Vega",44.870157,453.74839,0.933879,19.28676,286.260815,45.916721,24.848162,2.137143,4.426511,4.171654
"Sweet Cherry","3","Vic",40.2720451,338.2326219,0.2592468,24.9748692,285.2394249,42.3936943,37.5894931,4.8567603,3.9900784,2.2462774
"Sweet Cherry","3","Regina",58.6666392,237.1515506,0.2790222,20.3809337,285.4160309,47.9829254,36.5268826,2.7994933,5.1169563,2.5409324
"Sweet Cherry","3","Schneiders",60.2841008,197.7961242,0.4047796,24.5957914,285.5548888,47.4322451,44.8323687,2.0394265,3.8724549,2.2765557
"Sweet Cherry","4","Ambrunés",45.3132246,391.5419371,0.1685341,18.3524037,285.0819449,37.5135573,31.5589991,3.7791092,5.4523698,4.3079765
"Sweet Cherry","4","Blanca de Provenza",22.735513,118.297079,0.7975,28.384466,284.15,47.996875,24.360766,9.168191,9.247702,5
"Sweet Cherry","4","Bing",46.0495595,306.0567713,0.3937789,21.4610518,285.1793228,42.4326474,31.4189082,3.9719665,5.6348265,3.8789129
"Sweet Cherry","4","Burlat",49.4925367,208.6549546,0.1552247,26.776999,285.8149339,47.7194859,29.4474934,3.1965869,2.051547,3.4904765
"Sweet Cherry","4","Compact Stella",44.2320805,360.8400787,0.2563765,22.3503852,285.7562519,36.9290433,26.7642235,6.9543263,4.7204786,4.1518425
"Sweet Cherry","4","Chinook",53.0000253,475.9249761,0.7323891,18.9760709,285.15039,35.2503507,25.6926406,2.1965859,2.8508554,2.0239106
"Sweet Cherry","4","Corum",36.4675862,461.6663124,0.4713138,15.5666505,285.5438375,47.2809622,35.4009956,3.3220293,6.341707,4.3894075
"Sweet Cherry","4","Early Van Compact",51.618988,476.0173897,0.3165644,18.9738167,285.2905973,34.9248812,24.2465776,2.2597489,4.2048819,3.9566399
"Sweet Cherry","4","Garnet",40.9907431,327.8712047,0.5207204,26.7216265,285.0107427,42.1321018,30.9753304,2.1062661,2.4143486,2.9413723
"Sweet Cherry","4","Gilpeck",41.4129137,370.5497036,0.4622057,23.9860398,285.2753929,39.4779121,36.3041557,6.0053876,3.9446928,2.8422247
"Sweet Cherry","4","Hedelfinger",35.922625,391.3663,0.994375,23.350937,284.625702,43.895462,33.146739,6.062461,4.129848,3.566734
"Sweet Cherry","4","Lambert",20.3545319,334.227366,0.9609087,15.0184178,284.3098783,38.9517451,24.0617781,9.4969496,9.6487427,1.9913052
"Sweet Cherry","4","Lapins",47.3663348,454.184281,0.8477957,15.2615786,285.5363073,35.3189027,32.1365899,3.2580394,6.9529649,2.8781112
"Sweet Cherry","4","Marvin",42.3908629,314.7295403,0.2650983,23.913077,285.0903053,40.9305966,33.8233079,2.2999662,5.1829002,3.4344689
