"Cultivar","GCM","SSP","Time","earliest_bloom","median_bloom","latest_bloom","mean_frost0","mean_frost2.2","mean_Tmean","mean_Tmin","mean_Tmax","frost0_5plus","frost0_1plus","frost2.2_5plus","frost2.2_1plus"
"Van","none","none","1960",118,133,147,1.25252525252525,0.363636363636364,13.3601480716253,2.37424242424242,23.6033333333333,10,3,21,9
"Van","none","none","1970",120,135,148,1.45454545454545,0.454545454545455,13.709980104071,2.21010101010101,24.4153535353535,13,4,24,11
"Van","none","none","1980",121,137,152,1.23232323232323,0.262626262626263,13.328104912764,2.20838383838384,23.6792929292929,12,2,26,9
"Van","none","none","1990",114,132,146,1.23232323232323,0.323232323232323,13.2821326905418,2.28686868686869,23.4413131313131,9,3,22,7
"Van","none","none","2000",99,124,138,1.84848484848485,0.575757575757576,13.5601974288338,1.09171717171717,25.5075757575758,16,6,42,15
"Van","none","none","2010",102,125,139,2.19191919191919,0.656565656565657,13.6139929599021,0.815151515151515,25.859797979798,21,5,40,16
"Van","none","none","2020",97,124,138,2.91919191919192,0.757575757575758,12.8605467554331,0.32010101010101,25.0146464646465,26,5,46,19
"Van","ACCESS-CM2","SSP1","2050",83,111,129,2.63636363636364,0.909090909090909,12.8809458218549,0.7,25.1609090909091,16,6,42,13
"Van","AWI-CM-1-1-MR","SSP1","2050",87,114,131,2.27272727272727,0.858585858585859,13.1044077134986,1.26959595959596,24.8432323232323,14,8,29,13
"Van","CIESM","SSP1","2050",97,118,133,3.51515151515152,1.28282828282828,13.9361719467401,-0.101111111111111,27.9137373737374,24,10,48,25
"Van","CMCC-ESM2","SSP1","2050",84,112,131,3.01010101010101,1.15151515151515,12.7396323079278,0.44949494949495,24.9632323232323,19,9,41,16
"Van","CNRM-CM6-1-HR","SSP1","2050",75,107,127,3.92929292929293,1.38383838383838,12.2577242118151,0.188585858585859,24.51,26,9,45,18
"Van","CNRM-ESM2-1","SSP1","2050",97,120,135,1.67676767676768,0.343434343434343,13.5476752372207,1.15848484848485,25.7974747474747,12,4,38,8
"Van","EC-Earth3-Veg-LR","SSP1","2050",90,116,131,3.13131313131313,1.31313131313131,13.1981615396388,0.543434343434343,25.7675757575758,20,11,38,18
"Van","FGOALS-g3","SSP1","2050",95,118,134,2.44444444444444,0.767676767676768,13.270888047138,0.835757575757576,25.7758585858586,16,6,38,14
"Van","FIO-ESM-2-0","SSP1","2050",82,109,128,2.77777777777778,0.747474747474748,12.5366360575451,0.521010101010101,24.7770707070707,18,7,42,14
"Van","GFDL-ESM4","SSP1","2050",89,115,131,3.1010101010101,1.39393939393939,13.2482070707071,0.536161616161616,25.9228282828283,18,11,37,16
"Van","HadGEM3-GC31-LL","SSP1","2050",90,116,133,2.53535353535354,0.919191919191919,13.1262082950719,0.883737373737374,25.2530303030303,18,9,34,15
"Van","HadGEM3-GC31-MM","SSP1","2050",88,113,131,2.50505050505051,0.939393939393939,13.058710208142,0.876666666666667,25.1788888888889,15,8,35,12
"Van","INM-CM4-8","SSP1","2050",93,117,133,2.38383838383838,0.818181818181818,13.4748320324457,0.987878787878788,26.0617171717172,18,10,33,14
