"Cultivar","GCM","SSP","Time","earliest_bloom","median_bloom","latest_bloom","mean_frost0","mean_frost2.2","mean_Tmean","mean_Tmin","mean_Tmax","frost0_5plus","frost0_1plus","frost2.2_5plus","frost2.2_1plus"
"Lapins","CNRM-ESM2-1","SSP1","2050",89,115,133,3.2020202020202,1.36363636363636,12.5753099173554,0.262626262626263,24.8339393939394,20,11,41,18
"Lapins","EC-Earth3-Veg-LR","SSP1","2050",79,111,129,3.27272727272727,0.94949494949495,12.6860047444138,0.523535353535354,25.2929292929293,23,7,45,19
"Lapins","FGOALS-g3","SSP1","2050",86,113,133,3.81818181818182,1.68686868686869,12.4397065350474,0.261818181818182,24.490202020202,21,10,39,20
"Lapins","FIO-ESM-2-0","SSP1","2050",73,103,126,3.72727272727273,1.4949494949495,11.879053030303,0.191414141414141,23.9724242424242,21,9,44,18
"Lapins","GFDL-ESM4","SSP1","2050",81,110,129,3.09090909090909,0.95959595959596,12.6740140036731,0.523636363636364,25.2609090909091,20,7,44,16
"Lapins","HadGEM3-GC31-LL","SSP1","2050",81,110,130,3.4040404040404,1.3030303030303,12.5382778543006,0.573131313131313,24.8460606060606,19,10,40,17
"Lapins","HadGEM3-GC31-MM","SSP1","2050",79,107,127,2.43434343434343,0.767676767676768,12.6371277165595,0.738888888888889,24.8465656565657,14,8,38,13
"Lapins","INM-CM4-8","SSP1","2050",85,112,130,3.11111111111111,1.05050505050505,12.8181519742883,0.962121212121212,24.9541414141414,16,7,36,10
"Lapins","INM-CM5-0","SSP1","2050",74,107,129,4.57575757575758,1.54545454545455,11.7329350321396,-0.514343434343434,24.0809090909091,34,9,57,27
"Lapins","IPSL-CM6A-LR","SSP1","2050",71,108,128,2.64646464646465,0.646464646464647,12.1805456075911,0.53969696969697,24.0213131313131,20,6,42,14
"Lapins","MIROC6","SSP1","2050",74,104,125,3.3030303030303,1.13131313131313,12.1808360116315,0.0613131313131313,24.5743434343434,24,7,44,22
"Lapins","MPI-ESM1-2-LR","SSP1","2050",75,110,130,4.11111111111111,1.36363636363636,12.0308015763698,0.123636363636364,24.2731313131313,27,9,50,20
"Lapins","MRI-ESM2-0","SSP1","2050",87,115,133,3.88888888888889,1.68686868686869,12.5497750229568,0.0955555555555555,25.0826262626263,23,13,47,20
"Lapins","NESM3","SSP1","2050",78,108,128,2.62626262626263,0.828282828282828,12.5817649984695,0.756666666666667,24.6050505050505,17,7,35,12
"Lapins","ACCESS-CM2","SSP2","2050",66,98,123,3.3030303030303,1.24242424242424,11.8878313437404,0.425959595959596,23.6813131313131,20,8,36,17
"Lapins","AWI-CM-1-1-MR","SSP2","2050",75,107,126,1.90909090909091,0.595959595959596,12.8800914447505,1.01959595959596,25.1488888888889,11,5,32,10
"Lapins","CIESM","SSP2","2050",84,109,128,4.14141414141414,1.46464646464646,12.8588093051729,-0.21030303030303,26.3109090909091,30,9,51,22
"Lapins","CMCC-ESM2","SSP2","2050",74,106,127,3.36363636363636,0.97979797979798,12.0083559075605,-0.168484848484848,24.160101010101,27,9,49,24
"Lapins","CNRM-CM6-1-HR","SSP2","2050",59,98,123,4.71717171717172,1.81818181818182,11.3206359044995,-0.147272727272727,23.1541414141414,30,13,45,24
"Lapins","CNRM-ESM2-1","SSP2","2050",84,116,133,4.28282828282828,1.75757575757576,12.1321391949801,-0.161717171717172,24.4312121212121,26,11,48,20
"Lapins","EC-Earth3-CC","SSP2","2050",86,115,133,3.44444444444444,1.44444444444444,12.3385399449036,0.494646464646465,24.4213131313131,22,11,38,17
"Lapins","EC-Earth3-Veg-LR","SSP2","2050",78,108,129,3.17171717171717,1.1010101010101,12.1812649219467,0.312929292929293,24.2424242424242,20,7,41,18
"Lapins","FGOALS-g3","SSP2","2050",70,101,124,3.86868686868687,1.52525252525253,11.7962580348944,0.432727272727273,23.6145454545455,19,10,35,18
"Lapins","FIO-ESM-2-0","SSP2","2050",75,103,125,2.68686868686869,1.06060606060606,12.3689872206918,0.574545454545455,24.4879797979798,19,7,37,13
"Lapins","GFDL-ESM4","SSP2","2050",72,101,124,3.31313131313131,1.48484848484848,12.4352525252525,0.681515151515152,24.479595959596,19,10,30,18
"Lapins","HadGEM3-GC31-LL","SSP2","2050",80,109,129,3.15151515151515,1.17171717171717,12.4797260483624,0.456969696969697,24.7690909090909,18,9,39,15
"Lapins","INM-CM4-8","SSP2","2050",80,110,129,2.85858585858586,0.808080808080808,12.3912588001224,0.552828282828283,24.4329292929293,16,6,41,13
"Lapins","INM-CM5-0","SSP2","2050",69,104,128,5.05050505050505,1.93939393939394,11.2559397000306,-0.666363636363636,23.4206060606061,34,14,55,28
"Lapins","IPSL-CM6A-LR","SSP2","2050",64,105,127,3.35353535353535,1.02020202020202,11.5887021732476,0.273232323232323,23.3118181818182,20,6,47,14
"Lapins","MIROC6","SSP2","2050",69,105,126,4.2020202020202,1.44444444444444,11.8714830119376,-0.107979797979798,24.2058585858586,28,10,51,23
"Lapins","MPI-ESM1-2-LR","SSP2","2050",73,110,131,4.17171717171717,1.44444444444444,11.7850482093664,0.0190909090909091,23.6174747474747,26,9,49,23
"Lapins","MRI-ESM2-0","SSP2","2050",83,111,131,3.63636363636364,1.38383838383838,12.5600979491889,0.346363636363636,24.8728282828283,21,8,43,19
"Lapins","NESM3","SSP2","2050",81,109,128,2.06060606060606,0.686868686868687,13.3211983471074,1.47070707070707,25.4249494949495,14,4,29,9
"Lapins","ACCESS-CM2","SSP3","2050",68,104,125,3.53535353535354,1.32323232323232,11.9139011325375,0.188383838383838,23.919494949495,19,11,44,17
"Lapins","AWI-CM-1-1-MR","SSP3","2050",73,104,123,1.68686868686869,0.636363636363636,13.24044268442,1.72787878787879,25.0717171717172,12,5,26,9
"Lapins","CNRM-CM6-1-HR","SSP3","2050",60,100,125,4.50505050505051,1.5959595959596,11.2649028160392,-0.00717171717171718,22.899797979798,25,10,47,21
"Lapins","CNRM-ESM2-1","SSP3","2050",82,112,131,3.77777777777778,1.38383838383838,12.4799326599327,0.303636363636364,24.6885858585859,21,9,42,18
"Lapins","EC-Earth3-AerChem","SSP3","2050",63,106,127,3.82828282828283,1.31313131313131,11.7070064279155,-0.028989898989899,23.8423232323232,29,10,50,21
"Lapins","EC-Earth3-Veg-LR","SSP3","2050",68,101,125,3.35353535353535,1.29292929292929,11.8610724670952,0.58969696969697,23.3976767676768,21,8,37,19
"Lapins","FGOALS-g3","SSP3","2050",72,102,124,2.81818181818182,1.17171717171717,12.3718036424855,0.836464646464646,24.3076767676768,20,7,34,14
"Lapins","GFDL-ESM4","SSP3","2050",66,103,125,2.94949494949495,1.25252525252525,12.3302245944291,0.616363636363636,24.5387878787879,20,9,36,15
"Lapins","INM-CM4-8","SSP3","2050",81,112,130,3.35353535353535,0.94949494949495,12.5145010713193,0.464646464646465,24.6388888888889,18,6,43,12
"Lapins","INM-CM5-0","SSP3","2050",51,94,122,6.47474747474747,2.09090909090909,10.5765583868993,-0.626868686868687,22.229595959596,39,18,51,30
"Lapins","IPSL-CM6A-LR","SSP3","2050",62,105,126,3.04040404040404,1.06060606060606,11.8885502754821,0.475252525252525,23.7350505050505,20,7,41,14
"Lapins","MIROC6","SSP3","2050",66,103,125,3.61616161616162,1.38383838383838,11.9234749005204,0.157171717171717,24.0410101010101,21,10,45,19
"Lapins","MPI-ESM1-2-LR","SSP3","2050",71,107,128,2.36363636363636,0.616161616161616,11.9572513008877,0.61040404040404,23.430101010101,18,6,40,13
"Lapins","MRI-ESM2-0","SSP3","2050",77,107,128,3.19191919191919,0.98989898989899,12.1785437710438,0.125454545454545,24.4326262626263,19,6,47,20
"Lapins","ACCESS-CM2","SSP5","2050",65,99,122,3.35353535353535,1.26262626262626,11.82790365779,0.417373737373737,23.6351515151515,20,8,36,18
"Lapins","AWI-CM-1-1-MR","SSP5","2050",60,100,124,1.90909090909091,0.858585858585859,12.3633241505969,2.1420202020202,23.170505050505,11,6,20,11
"Lapins","CIESM","SSP5","2050",75,107,127,4.63636363636364,1.47474747474747,12.3851396541169,-0.65959595959596,25.619898989899,36,11,58,28
"Lapins","CMCC-ESM2","SSP5","2050",70,103,125,3.94949494949495,1.5050505050505,11.8396158555249,0.165252525252525,23.9945454545455,21,10,43,18
"Lapins","CNRM-CM6-1-HR","SSP5","2050",58,95,121,5.73737373737374,1.67676767676768,11.215543694521,0.0690909090909091,22.689696969697,29,13,45,23
"Lapins","CNRM-ESM2-1","SSP5","2050",78,113,131,3.56565656565657,1.41414141414141,12.2955834863789,0.474040404040404,24.2955555555556,23,8,39,17
"Lapins","EC-Earth3-CC","SSP5","2050",85,113,131,3.03030303030303,1.1010101010101,12.6242646158555,1.04232323232323,24.3371717171717,16,8,31,11
"Lapins","EC-Earth3-Veg-LR","SSP5","2050",75,108,128,2.93939393939394,0.828282828282828,12.2599051117233,0.495252525252525,24.4521212121212,18,7,40,15
"Lapins","FGOALS-g3","SSP5","2050",68,100,124,3.63636363636364,1.32323232323232,11.7938272880318,0.539494949494949,23.3615151515152,18,9,35,17
"Lapins","FIO-ESM-2-0","SSP5","2050",68,100,122,2.90909090909091,1.18181818181818,12.5305693296602,0.837575757575758,24.6091919191919,19,9,33,17
"Lapins","GFDL-ESM4","SSP5","2050",63,97,121,3.05050505050505,1.12121212121212,12.0740736914601,0.839191919191919,23.8179797979798,16,7,33,15
"Lapins","HadGEM3-GC31-LL","SSP5","2050",71,102,125,2.85858585858586,1.16161616161616,12.2808115243343,0.851010101010101,24.0206060606061,19,9,29,17
"Lapins","HadGEM3-GC31-MM","SSP5","2050",74,105,125,1.46464646464646,0.363636363636364,13.2245048974594,1.45929292929293,25.5491919191919,9,3,28,7
"Lapins","INM-CM4-8","SSP5","2050",81,109,129,2.48484848484848,0.707070707070707,12.5581822007958,0.97030303030303,24.5262626262626,17,6,32,11
"Lapins","INM-CM5-0","SSP5","2050",59,99,124,3.58585858585859,1.15151515151515,11.5485632843587,0.421818181818182,23.2064646464646,20,7,43,18
"Lapins","IPSL-CM6A-LR","SSP5","2050",62,100,123,2.62626262626263,0.848484848484849,11.8665863177227,1.01444444444444,23.3965656565657,17,5,35,13
"Lapins","MIROC6","SSP5","2050",67,102,124,3.64646464646465,1.55555555555556,12.0327479338843,0.331212121212121,24.2061616161616,20,10,38,16
"Lapins","MPI-ESM1-2-LR","SSP5","2050",74,109,131,3.09090909090909,0.97979797979798,11.9512943832262,0.412121212121212,23.5682828282828,21,8,41,17
"Lapins","MRI-ESM2-0","SSP5","2050",76,106,126,2.70707070707071,0.818181818181818,12.553206688093,0.351313131313131,25.0870707070707,18,6,44,13
"Lapins","NESM3","SSP5","2050",71,104,125,1.5959595959596,0.555555555555556,13.2784381695745,1.82808080808081,25.1577777777778,13,5,25,10
"Lapins","ACCESS-CM2","SSP1","2085",63,100,124,3.25252525252525,1.33333333333333,11.8241988062443,0.548282828282828,23.7865656565657,19,8,35,17
"Lapins","AWI-CM-1-1-MR","SSP1","2085",74,106,127,1.39393939393939,0.424242424242424,12.5734022038567,1.29353535353535,24.1230303030303,12,3,27,9
"Lapins","CIESM","SSP1","2085",91,116,131,8.04040404040404,3.49494949494949,12.8776633761861,-2.11545454545455,27.7484848484848,51,20,67,43
"Lapins","CMCC-ESM2","SSP1","2085",64,96,120,3.63636363636364,1.34343434343434,12.1005061983471,0.525757575757576,23.979696969697,23,10,39,19
"Lapins","CNRM-CM6-1-HR","SSP1","2085",59,96,123,4.64646464646465,1.5959595959596,11.1170871594735,0.102222222222222,22.3168686868687,30,10,44,22
"Lapins","CNRM-ESM2-1","SSP1","2085",82,114,131,3.57575757575758,1.39393939393939,12.4109557698194,0.300808080808081,24.54,19,9,41,17
"Lapins","EC-Earth3-Veg-LR","SSP1","2085",80,112,130,3.88888888888889,1.33333333333333,12.4833941689623,0.31030303030303,24.8065656565657,23,10,45,18
"Lapins","FGOALS-g3","SSP1","2085",81,108,127,1.82828282828283,0.626262626262626,13.2908643250689,1.32939393939394,25.6761616161616,12,6,29,7
"Lapins","FIO-ESM-2-0","SSP1","2085",78,108,130,3.25252525252525,0.909090909090909,12.0604820936639,0.342020202020202,24.0910101010101,22,6,45,17
"Lapins","GFDL-ESM4","SSP1","2085",81,109,129,3.17171717171717,1,12.4979071013162,0.357878787878788,25.0513131313131,21,8,43,20
"Lapins","HadGEM3-GC31-LL","SSP1","2085",77,105,125,1.90909090909091,0.545454545454545,13.1106741659014,1.1679797979798,25.5792929292929,14,4,31,8
"Lapins","HadGEM3-GC31-MM","SSP1","2085",75,105,125,2.34343434343434,0.848484848484849,12.5865511172329,0.843333333333333,24.8457575757576,15,5,38,11
"Lapins","INM-CM4-8","SSP1","2085",75,108,128,2.12121212121212,0.494949494949495,12.519476201408,0.878787878787879,24.3309090909091,15,5,35,10
"Lapins","INM-CM5-0","SSP1","2085",72,105,128,3.90909090909091,1.29292929292929,11.6264960208142,-0.312424242424242,23.7338383838384,30,14,53,25
"Lapins","IPSL-CM6A-LR","SSP1","2085",64,103,126,3.84848484848485,1.43434343434343,11.4656982705846,0.106565656565657,23.180202020202,24,9,47,20
"Lapins","MIROC6","SSP1","2085",74,107,127,3.67676767676768,1.12121212121212,12.2379193449648,-0.145757575757576,24.7771717171717,28,8,54,24
"Lapins","MPI-ESM1-2-LR","SSP1","2085",74,110,130,3.58585858585859,1.23232323232323,11.8831707223753,0.272121212121212,23.679696969697,22,7,45,20
"Lapins","MRI-ESM2-0","SSP1","2085",92,119,137,3.74747474747475,1.07070707070707,12.6014057239057,0.000808080808080805,25.2617171717172,24,8,50,21
"Lapins","NESM3","SSP1","2085",70,105,125,1.76767676767677,0.575757575757576,12.6430582338537,1.17545454545455,24.8111111111111,13,6,33,9
"Lapins","ACCESS-CM2","SSP2","2085",66,100,122,2.28282828282828,0.808080808080808,12.6182828282828,1.32919191919192,24.5952525252525,15,7,28,12
"Lapins","AWI-CM-1-1-MR","SSP2","2085",60,99,121,2,0.868686868686869,12.8144463575145,1.74858585858586,24.4105050505051,14,6,24,12
"Lapins","CIESM","SSP2","2085",77,106,126,4.62626262626263,1.52525252525253,12.6307694367922,-0.793939393939394,26.3423232323232,34,11,61,30
"Lapins","CMCC-ESM2","SSP2","2085",64,95,119,4.28282828282828,1.61616161616162,11.9879193449648,0.341717171717172,23.9542424242424,28,12,42,22
"Lapins","CNRM-CM6-1-HR","SSP2","2085",55,95,121,5.47474747474747,1.76767676767677,11.299436026936,0.253838383838384,22.8162626262626,29,14,41,21
"Lapins","CNRM-ESM2-1","SSP2","2085",76,111,130,4.49494949494949,1.67676767676768,12.0043736608509,-0.251414141414141,24.3381818181818,29,12,52,24
"Lapins","EC-Earth3-CC","SSP2","2085",68,104,125,2.58585858585859,1.06060606060606,12.2173641720233,0.861414141414141,24.0658585858586,16,7,35,14
"Lapins","EC-Earth3-Veg-LR","SSP2","2085",63,100,124,3.06060606060606,1.14141414141414,11.9860525711662,0.807878787878788,23.5323232323232,19,8,33,16
"Lapins","FGOALS-g3","SSP2","2085",74,105,125,2.04040404040404,0.606060606060606,12.6378665442302,1.07383838383838,24.5287878787879,14,5,35,12
"Lapins","FIO-ESM-2-0","SSP2","2085",65,99,121,2.38383838383838,0.878787878787879,12.3570270890725,1.23010101010101,23.989898989899,16,6,31,15
"Lapins","GFDL-ESM4","SSP2","2085",65,100,123,2.8989898989899,1.2020202020202,12.4322222222222,0.933030303030303,24.2783838383838,19,9,31,18
"Lapins","HadGEM3-GC31-LL","SSP2","2085",66,96,120,2.87878787878788,1.13131313131313,12.4164191153964,0.99,24.1989898989899,18,8,34,17
"Lapins","INM-CM4-8","SSP2","2085",77,107,128,2.80808080808081,0.737373737373737,12.4375317569636,0.546060606060606,24.6276767676768,19,7,41,12
"Lapins","INM-CM5-0","SSP2","2085",63,99,124,3.65656565656566,1.16161616161616,11.3784018212427,0.405555555555556,22.7687878787879,18,6,40,18
"Lapins","IPSL-CM6A-LR","SSP2","2085",60,98,124,2.67676767676768,1.03030303030303,11.963850627487,1.0759595959596,23.3434343434343,15,7,33,12
"Lapins","MIROC6","SSP2","2085",64,101,124,4.49494949494949,1.72727272727273,11.6986933731252,-0.423535353535354,23.9808080808081,25,12,51,23
"Lapins","MPI-ESM1-2-LR","SSP2","2085",68,103,126,3.21212121212121,1.25252525252525,11.8701913070095,0.308585858585859,23.8043434343434,18,8,42,14
"Lapins","MRI-ESM2-0","SSP2","2085",78,109,130,3.92929292929293,1.23232323232323,12.0489623507805,-0.0971717171717172,24.5772727272727,30,9,54,21
"Lapins","NESM3","SSP2","2085",74,105,125,1.24242424242424,0.353535353535354,13.4056978879706,1.9069696969697,25.5830303030303,9,4,24,8
"Lapins","ACCESS-CM2","SSP3","2085",62,94,118,3.83838383838384,1.15151515151515,12.1046533516988,0.803232323232323,24.2293939393939,25,10,42,20
"Lapins","AWI-CM-1-1-MR","SSP3","2085",60,94,118,1.07070707070707,0.212121212121212,12.8615591521273,3.00515151515152,23.5448484848485,9,1,21,5
"Lapins","CNRM-CM6-1-HR","SSP3","2085",53,85,113,2.73737373737374,1,11.3636983471074,1.12161616161616,21.9236363636364,21,7,33,14
"Lapins","CNRM-ESM2-1","SSP3","2085",62,102,124,2.77777777777778,1.18181818181818,12.0426920722375,0.756969696969697,23.840303030303,17,8,33,15
"Lapins","EC-Earth3-AerChem","SSP3","2085",55,89,118,4.78787878787879,1.29292929292929,11.395826828895,0.594646464646465,22.7379797979798,29,11,43,23
"Lapins","EC-Earth3-Veg-LR","SSP3","2085",60,94,120,2.82828282828283,0.94949494949495,12.1510632843587,1.23242424242424,23.3759595959596,19,7,35,17
"Lapins","FGOALS-g3","SSP3","2085",67,99,121,2.47474747474747,0.95959595959596,12.2869406183043,1.06808080808081,24.190404040404,16,7,28,14
"Lapins","GFDL-ESM4","SSP3","2085",65,96,119,3.13131313131313,1.25252525252525,12.6039229415366,0.667575757575758,24.8575757575758,19,10,37,19
"Lapins","INM-CM4-8","SSP3","2085",65,100,123,2.31313131313131,0.939393939393939,12.1897023262932,1.25414141414141,23.4333333333333,16,7,29,13
"Lapins","INM-CM5-0","SSP3","2085",59,93,119,5.29292929292929,1.85858585858586,11.3600436179982,-0.0523232323232323,22.7267676767677,34,16,47,25
"Lapins","IPSL-CM6A-LR","SSP3","2085",54,89,117,3.17171717171717,0.727272727272727,11.6291903887358,0.813434343434343,22.6188888888889,24,6,45,22
"Lapins","MIROC6","SSP3","2085",57,93,117,4.34343434343434,1.45454545454545,11.7932977502296,0.334040404040404,23.269797979798,29,13,43,24
"Lapins","MPI-ESM1-2-LR","SSP3","2085",60,96,120,2.93939393939394,1.07070707070707,11.8188116008571,0.958686868686869,22.9556565656566,23,7,35,18
"Lapins","MRI-ESM2-0","SSP3","2085",71,104,125,3.16161616161616,1.09090909090909,12.1690740740741,0.207373737373737,24.340202020202,22,8,44,18
"Lapins","ACCESS-CM2","SSP5","2085",62,90,113,2.2020202020202,0.585858585858586,12.5175489745944,1.73181818181818,23.8425252525253,17,4,30,14
"Lapins","AWI-CM-1-1-MR","SSP5","2085",60,89,112,0.808080808080808,0.191919191919192,13.1035169880624,3.28989898989899,23.2878787878788,7,2,14,3
"Lapins","CIESM","SSP5","2085",65,91,110,4.19191919191919,1.36363636363636,12.6965507346189,0.0905050505050505,25.9388888888889,30,11,49,26
"Lapins","CMCC-ESM2","SSP5","2085",61,89,115,2.34343434343434,0.585858585858586,12.1528596571778,1.17505050505051,23.5935353535354,19,4,35,13
"Lapins","CNRM-CM6-1-HR","SSP5","2085",54,81,112,2.92929292929293,1.08080808080808,11.3052976737068,1.33777777777778,21.9350505050505,18,6,27,12
"Lapins","CNRM-ESM2-1","SSP5","2085",61,98,123,3,1.24242424242424,12.1567783899602,0.845555555555556,23.7106060606061,21,10,35,17
"Lapins","EC-Earth3-CC","SSP5","2085",61,92,118,2.11111111111111,0.686868686868687,12.3923358585859,1.63606060606061,23.6147474747475,17,5,28,13
"Lapins","EC-Earth3-Veg-LR","SSP5","2085",59,86,114,1.57575757575758,0.383838383838384,12.1982621671258,2.34464646464646,22.6852525252525,12,3,22,10
"Lapins","FGOALS-g3","SSP5","2085",63,95,117,2.45454545454545,0.888888888888889,12.7802636210591,1.37808080808081,24.3734343434343,18,6,28,16
"Lapins","FIO-ESM-2-0","SSP5","2085",59,90,114,2.4040404040404,0.626262626262626,12.2112641567187,1.20161616161616,23.5017171717172,22,6,33,16
"Lapins","GFDL-ESM4","SSP5","2085",60,93,117,3.08080808080808,0.919191919191919,12.1121219773492,1.03242424242424,23.4047474747475,25,8,36,19
"Lapins","HadGEM3-GC31-LL","SSP5","2085",69,96,116,2.3030303030303,0.868686868686869,13.1569379400061,1.79858585858586,25.3025252525253,16,6,23,13
"Lapins","HadGEM3-GC31-MM","SSP5","2085",66,93,116,2.05050505050505,0.616161616161616,13.2545133149679,2.0969696969697,24.9606060606061,15,4,25,9
"Lapins","INM-CM4-8","SSP5","2085",62,97,121,2.43434343434343,0.94949494949495,12.4610617539027,1.41454545454545,23.9579797979798,18,7,28,15
"Lapins","INM-CM5-0","SSP5","2085",55,93,119,5.16161616161616,1.75757575757576,11.4602326293235,0.132323232323232,22.9928282828283,32,12,45,24
"Lapins","IPSL-CM6A-LR","SSP5","2085",60,92,116,1.5050505050505,0.515151515151515,13.2682342363024,2.39272727272727,24.5224242424242,11,2,18,9
"Lapins","MIROC6","SSP5","2085",54,88,112,3.3030303030303,0.929292929292929,11.831128711356,0.841010101010101,23.260202020202,25,9,40,18
"Lapins","MPI-ESM1-2-LR","SSP5","2085",61,95,120,2.83838383838384,0.94949494949495,12.1428784052648,1.01848484848485,23.5847474747475,20,6,38,16
"Lapins","MRI-ESM2-0","SSP5","2085",65,99,122,2.7979797979798,1.04040404040404,12.166431741659,0.880909090909091,24.100202020202,18,8,31,15
"Lapins","NESM3","SSP5","2085",62,94,117,2.25252525252525,0.525252525252525,12.7859859963269,1.81252525252525,24.1913131313131,17,4,28,12
